Median_D492	Median_D492_Her2	Median_D492M	D492_1	D492_2	D492_3	D492_Her2_1	D492_Her2_2	D492_Her2_3	Coefficient of variation_D492	Coefficient of variation_D492_Her2	Protein ID_total	Protein ID_R1	Protein Names_R1	Gene Name (GN)_R1	Protein ID_R2	Protein Names_R2	Gene Name (GN)_R2	Protein ID_R3	Protein Names_R3	Gene Name (GN)_R3
-0.0892542600631714	1.04163527488709	-0.952381014823914	1.305699944	1.539100051	1.401000023	1.926399946	1.969400048	1.849400043	0.08291884	0.031746921	A0A024RDV7	A0A024RDV7	Importin subunit alpha	KPNA3	A0A024RDV7	Importin subunit alpha	KPNA3	A0A024RDV7	Importin subunit alpha	KPNA3
0.399637401103973	0.738380372524261	-1.13801777362823	1.335000038	1.235100031	1.400500059	1.408800006	1.328500032	1.551200032	0.062933125	0.078897391	E7DVW5	E7DVW5	Fatty acid binding protein 5 (Psoriasis-associated)	FABP5	E7DVW5	Fatty acid binding protein 5 (Psoriasis-associated)	FABP5	E7DVW5	Fatty acid binding protein 5 (Psoriasis-associated)	FABP5
1.11688995361328	-0.812251269817352	-0.304638683795929	1.562000036	1.356699944	1.39989996	0.886099994	0.857200027	0.837000012	0.075188585	0.028692149	A0A024R649	A0A024R649	Glucosamine-phosphate N-acetyltransferase 1, isoform CRA_a	GNPNAT1	A0A024R649	Glucosamine-phosphate N-acetyltransferase 1, isoform CRA_a	GNPNAT1	A0A024R649	Glucosamine-phosphate N-acetyltransferase 1, isoform CRA_a	GNPNAT1
1.12270152568817	-0.327564775943756	-0.79513680934906	1.245900035	1.314599991	1.396399975	1.076699972	1.128000021	1.066599965	0.057124213	0.030192883	B2R9J4	B2R9J4	cDNA, FLJ94423, highly similar to Homo sapiens mitochondrial ribosomal protein L23 (MRPL23), nuclear gene encoding mitochondrial protein, mRNA		B2R9J4	cDNA, FLJ94423, highly similar to Homo sapiens mitochondrial ribosomal protein L23 (MRPL23), nuclear gene encoding mitochondrial protein, mRNA		B2R9J4	cDNA, FLJ94423, highly similar to Homo sapiens mitochondrial ribosomal protein L23 (MRPL23), nuclear gene encoding mitochondrial protein, mRNA	
0.980385899543762	0.0381371155381203	-1.01852297782898	1.333699942	1.163599968	1.396299958	1.010100007	1.201900005	1.176399946	0.092781	0.092218626	A0A024RDT6	A0A024RDT6	Chromosome 13 open reading frame 1, isoform CRA_a	C13orf1	A0A024RDT6	Chromosome 13 open reading frame 1, isoform CRA_a	C13orf1	A0A024RDT6	Chromosome 13 open reading frame 1, isoform CRA_a	C13orf1
0.642960071563721	0.509153306484222	-1.15211343765259	NaN	1.317600012	1.396100044	NaN	1.288800001	1.371700048	0.040909389	0.044066292	H0YBZ4				H0YBZ4	Mitochondrial fission regulator 1 (Fragment)	MTFR1	H0YBZ4	Mitochondrial fission regulator 1 (Fragment)	MTFR1
0.0340418927371502	0.982544362545013	-1.01658630371094	1.219200015	NaN	1.396000028	1.527799964	NaN	1.642799973	0.095607591	0.051294574	H0UI99	H0UI99	Zinc finger, CCCH-type with G patch domain, isoform CRA_b	ZGPAT				H0UI99	Zinc finger, CCCH-type with G patch domain, isoform CRA_b	ZGPAT
1.14768588542938	-0.683901488780975	-0.463784337043762	1.356699944	1.451500058	1.394600034	0.877399981	0.950600028	0.946099997	0.034060389	0.044365489	P54709	P54709	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	P54709	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	P54709	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3
0.243686690926552	0.855634331703186	-1.09932100772858	1.455199957	1.387199998	1.39349997	1.507799983	1.575799942	1.57280004	0.026610701	0.024755017	Q5SRT3	Q5SRT3	Chloride intracellular channel protein	CLIC1	Q5SRT3	Chloride intracellular channel protein	CLIC1	Q5SRT3	Chloride intracellular channel protein	CLIC1
1.11355817317963	-0.292220503091812	-0.821337640285492	1.470299959	1.446499944	1.39320004	1.122099996	1.183599949	1.081400037	0.027479832	0.045571302	A0A024R7X0	A0A024R7X0	ADP-ribosylation factor guanine nucleotide-exchange factor 1(Brefeldin A-inhibited), isoform CRA_a	ARFGEF1	A0A024R7X0	ADP-ribosylation factor guanine nucleotide-exchange factor 1(Brefeldin A-inhibited), isoform CRA_a	ARFGEF1	A0A024R7X0	ADP-ribosylation factor guanine nucleotide-exchange factor 1(Brefeldin A-inhibited), isoform CRA_a	ARFGEF1
1.05694854259491	-0.125802248716354	-0.931146323680878	1.244600058	NaN	1.392799973	1.103700042	NaN	1.154500008	0.079467024	0.031813834	B3KQ21	B3KQ21	cDNA FLJ32640 fis, clone SYNOV2001033, highly similar to U3 small nucleolar RNA-associated protein 6 homolog					B3KQ21	cDNA FLJ32640 fis, clone SYNOV2001033, highly similar to U3 small nucleolar RNA-associated protein 6 homolog	
1.14596366882324	-0.695763647556305	-0.45020005106926	1.352300048	1.342200041	1.392699957	0.945800006	0.904500008	1.005800009	0.019613945	0.053503228	O00154-4	O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase	ACOT7	O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase	ACOT7	O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase	ACOT7
1.0610545873642	-0.136037394404411	-0.925017237663269	1.296900034	1.342599988	1.390699983	1.085700035	1.136100054	1.229900002	0.034915209	0.063603785	A8K8K1	A8K8K1	cDNA FLJ76936, highly similar to Homo sapiens RNA terminal phosphate cyclase domain 1 (RTCD1), mRNA		A8K8K1	cDNA FLJ76936, highly similar to Homo sapiens RNA terminal phosphate cyclase domain 1 (RTCD1), mRNA		A8K8K1	cDNA FLJ76936, highly similar to Homo sapiens RNA terminal phosphate cyclase domain 1 (RTCD1), mRNA	
0.667611479759216	0.482111632823944	-1.14972317218781	1.386000037	1.355599999	1.389400005	1.492300034	1.346600056	1.339300036	0.01351544	0.061967693	Q9NVH1-3	Q9NVH1-3	Isoform 3 of DnaJ homolog subfamily C member 11	DNAJC11	Q9NVH1-3	Isoform 3 of DnaJ homolog subfamily C member 11	DNAJC11	Q9NVH1-3	Isoform 3 of DnaJ homolog subfamily C member 11	DNAJC11
1.13260173797607	-0.371595859527588	-0.761005818843842	NaN	1.267799973	1.387699962	NaN	1.041100025	1.093700051	0.063853961	0.034845263	A0AV58				A0AV58	Striatin, calmodulin binding protein 3	STRN3	A0AV58	Striatin, calmodulin binding protein 3	STRN3
0.569159865379334	0.585502088069916	-1.15466201305389	1.348099947	1.33889997	1.386999965	1.407199979	1.24090004	1.351400018	0.018801569	0.063484961	Q9Y6D9	Q9Y6D9	Mitotic spindle assembly checkpoint protein MAD1	MAD1L1	Q9Y6D9	Mitotic spindle assembly checkpoint protein MAD1	MAD1L1	Q9Y6D9	Mitotic spindle assembly checkpoint protein MAD1	MAD1L1
0.695137917995453	0.450921773910522	-1.14605975151062	1.461400032	1.468299985	1.386800051	1.412700057	1.400200009	1.230000019	0.031410195	0.075736479	Q9UL26	Q9UL26	Ras-related protein Rab-22A	RAB22A	Q9UL26	Ras-related protein Rab-22A	RAB22A	Q9UL26	Ras-related protein Rab-22A	RAB22A
1.14418613910675	-0.437450528144836	-0.706735551357269	1.589300036	1.505200028	1.385599971	1.136299968	1.073500037	1.060899973	0.068545993	0.037046433	Q9NQX3	Q9NQX3	Gephyrin	GPHN	Q9NQX3	Gephyrin	GPHN	Q9NQX3	Gephyrin	GPHN
1.02996814250946	-0.967061817646027	-0.0629063174128532	NaN	1.465299964	1.385400057	NaN	0.64200002	0.654200017	0.039637819	0.013310756	A0A024R9G4				A0A024R9G4	Family with sequence similarity 49, member B, isoform CRA_a	FAM49B	A0A024R9G4	Family with sequence similarity 49, member B, isoform CRA_a	FAM49B
0.302865386009216	0.813556611537933	-1.11642205715179	1.405200005	1.56159997	1.383700013	1.550999999	1.685500026	1.421499968	0.066958492	0.085020129	Q9Y678	Q9Y678	Coatomer subunit gamma-1	COPG1	Q9Y678	Coatomer subunit gamma-1	COPG1	Q9Y678	Coatomer subunit gamma-1	COPG1
0.44147601723671	0.703288078308105	-1.14476406574249	1.174499989	1.258100033	1.38259995	1.314299941	1.300699949	1.201599956	0.082342506	0.048355893	Q9NWQ9	Q9NWQ9	Uncharacterized protein C14orf119	C14orf119	Q9NWQ9	Uncharacterized protein C14orf119	C14orf119	Q9NWQ9	Uncharacterized protein C14orf119	C14orf119
0.892389118671417	0.18841652572155	-1.08080565929413	1.207299948	1.404399991	1.381199956	1.246600032	1.201500058	1.245200038	0.080937316	0.020830065	A0A024R9I0	A0A024R9I0	V-type proton ATPase subunit C	ATP6V1C1	A0A024R9I0	V-type proton ATPase subunit C	ATP6V1C1	A0A024R9I0	V-type proton ATPase subunit C	ATP6V1C1
1.12131881713867	-0.799370527267456	-0.321948319673538	NaN	1.209900022	1.380499959	NaN	0.886099994	0.918600023	0.093138028	0.025467934	Q96HR3-2	Q96HR3-2	Isoform 2 of Mediator of RNA polymerase II transcription subunit 30	MED30	Q96HR3-2	Isoform 2 of Mediator of RNA polymerase II transcription subunit 30	MED30	Q96HR3-2	Isoform 2 of Mediator of RNA polymerase II transcription subunit 30	MED30
1.13928687572479	-0.406796813011169	-0.732490062713623	1.340800047	1.312399983	1.37590003	1.059299946	1.039700031	1.069100022	0.023684355	0.014175437	Q53GF5	Q53GF5	Proteasome subunit alpha type (Fragment)		Q53GF5	Proteasome subunit alpha type (Fragment)		Q53GF5	Proteasome subunit alpha type (Fragment)	
1.14913821220398	-0.476532697677612	-0.672605454921722	NaN	1.329300046	1.37590003	NaN	0.985199988	1.09070003	0.024361351	0.071872243	Q7Z5L9-2				Q7Z5L9-2	Isoform 2 of Interferon regulatory factor 2-binding protein 2	IRF2BP2	Q7Z5L9-2	Isoform 2 of Interferon regulatory factor 2-binding protein 2	IRF2BP2
0.744431257247925	0.392223089933395	-1.13665437698364	NaN	1.407799959	1.375699997	NaN	1.354699969	1.282099962	0.016309036	0.038938075	A0A024R862				A0A024R862	GTPase activating protein and VPS9 domains 1, isoform CRA_b	GAPVD1	A0A024R862	GTPase activating protein and VPS9 domains 1, isoform CRA_b	GAPVD1
1.14658677577972	-0.454954296350479	-0.691632449626923	1.290099978	1.312999964	1.374899983	1.006199956	1.040300012	1.049100041	0.033083894	0.021959553	A0A140VJT0	A0A140VJT0	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B		A0A140VJT0	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B		A0A140VJT0	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B	
0.998392760753632	0.00320672406814992	-1.00159955024719	1.299399972	1.414399981	1.374199986	1.223700047	1.103999972	1.187999964	0.042828571	0.052438515	Q9NR50	Q9NR50	Translation initiation factor eIF-2B subunit gamma	EIF2B3	Q9NR50	Translation initiation factor eIF-2B subunit gamma	EIF2B3	Q9NR50	Translation initiation factor eIF-2B subunit gamma	EIF2B3
0.772555589675903	0.356937110424042	-1.1294926404953	1.253499985	1.353299975	1.373999953	1.277400017	1.177999973	1.276100039	0.048556952	0.045839803	Q8WUM0	Q8WUM0	Nuclear pore complex protein Nup133	NUP133	Q8WUM0	Nuclear pore complex protein Nup133	NUP133	Q8WUM0	Nuclear pore complex protein Nup133	NUP133
0.874890506267548	0.215184047818184	-1.09007453918457	1.248600006	1.319300056	1.373900056	1.122400045	1.212100029	1.283599973	0.047812304	0.066972459	Q9BSH4	Q9BSH4	Translational activator of cytochrome c oxidase 1	TACO1	Q9BSH4	Translational activator of cytochrome c oxidase 1	TACO1	Q9BSH4	Translational activator of cytochrome c oxidase 1	TACO1
1.1517128944397	-0.647746026515961	-0.503966808319092	1.401100039	1.298900008	1.373100042	0.967599988	0.948099971	1.11559999	0.038897958	0.090651608	Q13045-2	Q13045-2	Isoform 2 of Protein flightless-1 homolog	FLII	Q13045-2	Isoform 2 of Protein flightless-1 homolog	FLII	Q13045-2	Isoform 2 of Protein flightless-1 homolog	FLII
1.05573892593384	-0.122824341058731	-0.932914555072784	1.182899952	1.288200021	1.369799972	1.11740005	1.08949995	1.268100023	0.073186066	0.082945777	A0A024R753	A0A024R753	RNA binding motif protein 28 isoform 1	RBM28	A0A024R753	RNA binding motif protein 28 isoform 1	RBM28	A0A024R753	RNA binding motif protein 28 isoform 1	RBM28
1.02888667583466	-0.0605225712060928	-0.968364179134369	1.317899942	1.280200005	1.368299961	1.155400038	1.134699941	1.144500017	0.033432544	0.00904465	P53582	P53582	Methionine aminopeptidase 1	METAP1	P53582	Methionine aminopeptidase 1	METAP1	P53582	Methionine aminopeptidase 1	METAP1
1.12558722496033	-0.785930573940277	-0.339656591415405	1.212100029	1.204699993	1.367799997	0.813899994	0.935400009	0.949899971	0.073009544	0.083009667	A0A024R8A0	A0A024R8A0	Rab9 effector protein with kelch motifs isoform 1	RABEPK	A0A024R8A0	Rab9 effector protein with kelch motifs isoform 1	RABEPK	A0A024R8A0	Rab9 effector protein with kelch motifs isoform 1	RABEPK
1.15462529659271	-0.588726937770844	-0.565898358821869	1.228000045	NaN	1.36740005	1.013700008	NaN	0.978399992	0.075957991	0.025059867	Q6IB54	Q6IB54	ATP synthase-coupling factor 6, mitochondrial	ATP5J	Q6IB54	ATP synthase-coupling factor 6, mitochondrial	ATP5J	Q6IB54	ATP synthase-coupling factor 6, mitochondrial	ATP5J
1.15329825878143	-0.62591689825058	-0.527381360530853	1.136800051	1.271199942	1.365800023	0.984099984	0.908100009	1.079900026	0.091479387	0.086898115	A0A087WVA1	A0A087WVA1	Selenoprotein T	SELENOT	A0A087WVA1	Selenoprotein T	SELENOT	A0A087WVA1	Selenoprotein T	SELENOT
0.340689927339554	0.785138070583344	-1.12582802772522	1.468799949	1.236500025	1.36559999	1.632699966	1.411499977	1.476400018	0.08577245	0.075457011	A8K4M5	A8K4M5	cDNA FLJ76043, highly similar to Homo sapiens cyclin T1 (CCNT1), mRNA		A8K4M5	cDNA FLJ76043, highly similar to Homo sapiens cyclin T1 (CCNT1), mRNA		A8K4M5	cDNA FLJ76043, highly similar to Homo sapiens cyclin T1 (CCNT1), mRNA	
1.12173271179199	-0.323617815971375	-0.798114836215973	1.360100031	1.335100055	1.364899993	1.088999987	1.116999984	1.037700057	0.011822656	0.037194947	Q7LBC6	Q7LBC6	Lysine-specific demethylase 3B	KDM3B	Q7LBC6	Lysine-specific demethylase 3B	KDM3B	Q7LBC6	Lysine-specific demethylase 3B	KDM3B
0.878710091114044	0.209414124488831	-1.08812415599823	1.221600056	1.417000055	1.364099979	1.12650001	1.247099996	1.240200043	0.075748237	0.056221583	B3KTM6	B3KTM6	Ribosomal protein L5, isoform CRA_b	RPL5	B3KTM6	Ribosomal protein L5, isoform CRA_b	RPL5	B3KTM6	Ribosomal protein L5, isoform CRA_b	RPL5
1.14243924617767	-0.71656209230423	-0.425877124071121	1.33039999	1.415599942	1.363100052	0.898699999	1.021399975	0.932699978	0.031380383	0.06661826	P05023-4	P05023-4	Isoform 4 of Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1	P05023-4	Isoform 4 of Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1	P05023-4	Isoform 4 of Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1
0.732464611530304	0.406827658414841	-1.13929224014282	1.180400014	1.358100057	1.362900019	1.295799971	1.272300005	1.297600031	0.079977819	0.010954859	A0A0G2JMG8	A0A0G2JMG8	NACHT, LRR and PYD domains-containing protein 2	NLRP2	A0A0G2JMG8	NACHT, LRR and PYD domains-containing protein 2	NLRP2	A0A0G2JMG8	NACHT, LRR and PYD domains-containing protein 2	NLRP2
1.12998282909393	-0.770792484283447	-0.359190374612808	1.340899944	NaN	1.362800002	0.915799975	NaN	0.889699996	0.011455176	0.020443615	O95382-3	O95382-3	Isoform 3 of Mitogen-activated protein kinase kinase kinase 6	MAP3K6				O95382-3	Isoform 3 of Mitogen-activated protein kinase kinase kinase 6	MAP3K6
0.975473523139954	0.0473693311214447	-1.02284288406372	1.401499987	1.359699965	1.362800002	1.194300056	1.127699971	1.202100039	0.01694228	0.034808589	P25786	P25786	Proteasome subunit alpha type-1	PSMA1	P25786	Proteasome subunit alpha type-1	PSMA1	P25786	Proteasome subunit alpha type-1	PSMA1
0.804114937782288	0.315611958503723	-1.11972689628601	1.195700049	1.299700022	1.358999968	1.22360003	1.153699994	1.278100014	0.064339441	0.051177992	P62906	P62906	60S ribosomal protein L10a	RPL10A	P62906	60S ribosomal protein L10a	RPL10A	P62906	60S ribosomal protein L10a	RPL10A
1.1246258020401	-0.335569202899933	-0.789056539535522	1.536800027	1.449000001	1.358899951	1.198699951	1.106400013	1.058200002	0.061421398	0.06368224	Q9UGV2	Q9UGV2	Protein NDRG3	NDRG3	Q9UGV2	Protein NDRG3	NDRG3	Q9UGV2	Protein NDRG3	NDRG3
0.940905332565308	0.109222151339054	-1.0501275062561	1.315400004	1.495399952	1.357900023	1.102900028	1.208400011	1.286900043	0.067708503	0.076979804	F8W7C6	F8W7C6	60S ribosomal protein L10	RPL10	F8W7C6	60S ribosomal protein L10	RPL10	F8W7C6	60S ribosomal protein L10	RPL10
0.515370845794678	0.637185871601105	-1.15255677700043	1.436100006	1.347100019	1.355999947	1.326300025	1.381999969	1.468400002	0.035526712	0.051428573	V9HW89	V9HW89	Epididymis secretory sperm binding protein Li 95n	HEL-S-95n	V9HW89	Epididymis secretory sperm binding protein Li 95n	HEL-S-95n	V9HW89	Epididymis secretory sperm binding protein Li 95n	HEL-S-95n
1.12925839424133	-0.355867117643356	-0.773391306400299	1.353399992	1.433699965	1.355900049	1.078099966	1.190000057	1.023000002	0.033060552	0.077568023	O14980	O14980	Exportin-1	XPO1	O14980	Exportin-1	XPO1	O14980	Exportin-1	XPO1
1.13467037677765	-0.381883472204208	-0.752786934375763	NaN	1.348999977	1.355800033	NaN	1.126399994	1.012099981	0.003555431	0.075587856	L0R6D7				L0R6D7	Alternative protein C1orf212	C1orf212	L0R6D7	Alternative protein C1orf212	C1orf212
0.688405990600586	0.458649963140488	-1.1470559835434	1.307500005	1.497400045	1.354699969	1.218600035	1.337700009	1.310299993	0.071308256	0.048395856	X1WI28	X1WI28	60S ribosomal protein L10 (Fragment)	RPL10	X1WI28	60S ribosomal protein L10 (Fragment)	RPL10	X1WI28	60S ribosomal protein L10 (Fragment)	RPL10
0.969428062438965	0.0585694275796413	-1.0279974937439	1.241000056	1.296700001	1.354500055	1.161399961	1.149799943	1.235800028	0.043743823	0.039468885	R4GNH3	R4GNH3	26S proteasome regulatory subunit 6A	PSMC3	R4GNH3	26S proteasome regulatory subunit 6A	PSMC3	R4GNH3	26S proteasome regulatory subunit 6A	PSMC3
1.09957218170166	-0.855082333087921	-0.244489833712578	1.404700041	1.274099946	1.354400039	0.811399996	0.838999987	0.862100005	0.048997188	0.030308378	Q9P0J7	Q9P0J7	E3 ubiquitin-protein ligase KCMF1	KCMF1	Q9P0J7	E3 ubiquitin-protein ligase KCMF1	KCMF1	Q9P0J7	E3 ubiquitin-protein ligase KCMF1	KCMF1
1.14860391616821	-0.471677035093308	-0.676926851272583	1.293400049	1.336199999	1.353800058	1.037799954	1.004600048	1.066699982	0.02339494	0.029984337	Q6IAT9	Q6IAT9	Proteasome subunit beta type	PSMB6	Q6IAT9	Proteasome subunit beta type	PSMB6	Q6IAT9	Proteasome subunit beta type	PSMB6
0.150493830442429	0.916223585605621	-1.06671738624573	1.22510004	NaN	1.353199959	1.410899997	NaN	1.531200051	0.070263601	0.057826031	Q8TAF6	Q8TAF6	Acyl-CoA synthetase 4	FACL4				Q8TAF6	Acyl-CoA synthetase 4	FACL4
1.11494123935699	-0.297317832708359	-0.817623436450958	1.285300016	1.348399997	1.352800012	1.085100055	1.093799949	1.138399959	0.028419742	0.025859055	O95487-2	O95487-2	Isoform 2 of Protein transport protein Sec24B	SEC24B	O95487-2	Isoform 2 of Protein transport protein Sec24B	SEC24B	O95487-2	Isoform 2 of Protein transport protein Sec24B	SEC24B
0.743274629116058	0.393645048141479	-1.13691973686218	1.301200032	1.438799977	1.351699948	1.280599952	1.394799948	1.286299944	0.051034911	0.048729911	B4DQT8	B4DQT8	cDNA FLJ61158, highly similar to ADP-ribosylation factor-like protein 8B		B4DQT8	cDNA FLJ61158, highly similar to ADP-ribosylation factor-like protein 8B		B4DQT8	cDNA FLJ61158, highly similar to ADP-ribosylation factor-like protein 8B	
0.998259246349335	0.0034724383149296	-1.0017317533493	1.205000043	1.230399966	1.351099968	1.09739995	1.115800023	1.233100057	0.061844893	0.064079177	A0A024R0H7	A0A024R0H7	Testis tissue sperm-binding protein Li 44a	WDR77	A0A024R0H7	Testis tissue sperm-binding protein Li 44a	WDR77	A0A024R0H7	Testis tissue sperm-binding protein Li 44a	WDR77
0.893059074878693	0.187374353408813	-1.08043336868286	1.583400011	1.423400044	1.351099968	1.271999955	1.240300059	1.301200032	0.081835591	0.023961088	A0A140VJP2	A0A140VJP2	Methionine adenosyltransferase 2 subunit beta		A0A140VJP2	Methionine adenosyltransferase 2 subunit beta		A0A140VJP2	Methionine adenosyltransferase 2 subunit beta	
0.822945952415466	0.290004044771194	-1.11294996738434	1.322199941	1.293499947	1.350999951	1.233500004	1.059000015	1.260599971	0.021743528	0.092381	Q9BYN0	Q9BYN0	Sulfiredoxin-1	SRXN1	Q9BYN0	Sulfiredoxin-1	SRXN1	Q9BYN0	Sulfiredoxin-1	SRXN1
1.15434288978577	-0.552286326885223	-0.602056622505188	1.233399987	1.243499994	1.34920001	0.959200025	1.006899953	1.105900049	0.05029194	0.0730762	Q9Y6G9	Q9Y6G9	Cytoplasmic dynein 1 light intermediate chain 1	DYNC1LI1	Q9Y6G9	Cytoplasmic dynein 1 light intermediate chain 1	DYNC1LI1	Q9Y6G9	Cytoplasmic dynein 1 light intermediate chain 1	DYNC1LI1
0.967686891555786	0.0617631934583187	-1.02945005893707	1.403399944	1.360000014	1.346899986	1.210100055	1.196699977	1.149299979	0.02158463	0.026949627	P13807	P13807	Glycogen [starch] synthase, muscle	GYS1	P13807	Glycogen [starch] synthase, muscle	GYS1	P13807	Glycogen [starch] synthase, muscle	GYS1
1.07836484909058	-0.181625381112099	-0.896739423274994	1.334400058	1.476799965	1.346899986	1.061100006	1.134699941	1.12559998	0.056892053	0.036242084	P82932	P82932	28S ribosomal protein S6, mitochondrial	MRPS6	P82932	28S ribosomal protein S6, mitochondrial	MRPS6	P82932	28S ribosomal protein S6, mitochondrial	MRPS6
